Trading Name,Outlet Name,Website,Outlet Address,Outlet Suburb,Outlet Postcode,Telephone Number,Online Mail Order Flag,Australia Wide Flag,Overseas Flag,Senior Scheme Flag,Carer Scheme Flag,Business Category,Discount,Latitude,Longitude
Repco Authorised Service Centre,Repco Authorised Service Centre,www.repcoservice.com,BTMNQ Pty Ltd - 18588 Bruce Hwy,BOWEN,4805,(07) 4786 2033,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-20.026613,148.215252
Repco Authorised Service Centre,Repco Authorised Service Centre,www.repcoservice.com,Emerald Cars Plus - 12 Hawkins Pl,EMERALD,4720,(07) 4982 4488,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-23.503646,148.156117
Repco Authorised Service Centre,Repco Authorised Service Centre,www.repcoservice.com,KATS Automotive Service Centre - 50 Caswell St,EAST BRISBANE,4151,(07) 3397 3777,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-27.488987,153.050104
Repco Authorised Service Centre,Repco Authorised Service Centre,www.repcoservice.com,Twin Towns Tyre & Mechanical - 27 McCathie St,AYR,4807,(07) 4783 7029,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-19.560558,147.394495
Repco Authorised Service Centre,Revtech Mechanical,www.repcoservice.com,Revtech Mechanical - U 2 Bldg 5  991 South Pine Rd,EVERTON HILLS,4053,(07) 3355 2248,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-27.390669,152.973645
Repco Authorised Service Centre,Robos Motor Works,www.repcoservice.com,Robos Motor Works - 4-6 Wandal Rd,ROCKHAMPTON,4700,(07) 4921 0200,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-23.366662,150.486254
Repco Authorised Service Centre,Service Plus Auto Care,www.repcoservice.com,Service Plus Auto Care - Victoria Point Central,VICTORIA POINT,4165,(07) 3207 7966,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-27.586362,153.278848
Repco Authorised Service Centre,Shelford Auto Repairs,www.repcoservice.com,Shelford Auto Repairs - 15 Kensal St,MOOROOKA ,4105,(07) 3848 8122,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-27.528435,153.018724
Repco Authorised Service Centre,Smithfield Diagnostics,www.repcoservice.com,Smithfield Diagnostics - Lot 1  McGregor Rd,SMITHFIELD ,4878,(07) 4057 7100,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-16.819561,145.684204
Repco Authorised Service Centre,South East Autos,www.repcoservice.com,South East Autos - U 3  2 Spanns Rd,BEENLEIGH,4207,(07) 3807 9910,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-27.712806,153.187034
Repco Authorised Service Centre,Southern District Auto Centre,www.repcoservice.com,Southern District Auto Centre - 25B Tradelink Rd,BROWNS PLAINS,4118,(07) 3800 5140,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-27.665123,153.029614
Repco Authorised Service Centre,The Mechanic Shop,www.repcoservice.com,The Mechanic Shop - 155 Farm St,NTH ROCKHAMPTON,4701,(07) 4922 5923,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-23.334442,150.519036
Repco Authorised Service Centre,Tower Automotive,www.repcoservice.com,Tower Automotive - 6 Cassidy Lane,CHARTERS TOWERS,4820,(07) 4787 2011,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-20.081376,146.265247
Avis Australia,Avis Australia,www.avis.com.au,Ocean Breeze Resort - 52 Hastings St,NOOSA,4567,13 63 33,No,Yes,No,Yes,Yes,Rental Services,For great rates and service quote AWD number P374903,-26.387892,153.091781
Repco Authorised Service Centre,Wedmaier's Garage,www.repcoservice.com,Wedmaier's Garage - 18 Ipswich St,RIVERVIEW ,4303,(07) 3282 1941,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-27.600108,152.852013
Repco Authorised Service Centre,West End Autos,www.repcoservice.com,West End Autos - U 1  26 Bailey St,WEST END ,4101,(07) 3844 7494,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-27.484972,153.00135
Repco Authorised Service Centre,Westside Mechanical Graceville,www.repcoservice.com,Westside Mechanical - 295 Oxley Rd,GRACEVILLE ,4075,(07) 3379 7755,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-27.517613,152.976495
Repco Authorised Service Centre,Wivenhoe Motoring Services Pty Ltd,www.repcoservice.com,Wivenhoe Motoring Services P/L - Shed 1 Lot 8 Main St,FERNVALE ,4306,(07) 5426 7420,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off major service labour only. Show card when booking.,-27.45867,152.655938
Residential Roofing Solutions (QBCC Act Lic 1285446),Residential Roofing Solutions,www.residentialroofingsolutions.com.au,Mobile Service ,IPSWICH,4304,1300 797 755,No,No,No,Yes,Yes,Roofing and Guttering,10% discount on labour costs. 5% discount for cash. ,(blank),(blank)
Retail Stores ,Doomadgee Retail Store,(blank),Gunnalunja Dr,DOOMADGEE,4830,(07) 4745 8183,No,No,No,Yes,Yes,Supermarkets and Grocery Stores,"5% off retail price of whitegoods (fridges, freezers, washing machines, dryers). ",-17.942183,138.823394
Retail Stores ,Kowanyama Retail Store,(blank),Chapman Rd,KOWANYAMA,4871,(07) 4060 5166,No,No,No,Yes,Yes,Supermarkets and Grocery Stores,"5% off retail price of whitegoods (fridges, freezers, washing machines, dryers). ",-15.470337,141.745681
Retail Stores ,Lockhart River Retail Store,(blank),Lot 32 Illay Dr,LOCKHART RIVER,4871,(07) 4060 7192,No,No,No,Yes,Yes,Supermarkets and Grocery Stores,"5% off retail price of whitegoods (fridges, freezers, washing machines, dryers). ",-12.785493,143.340347
Retail Stores ,Palm Island Retail Store,(blank),67 Beach Rd,PALM ISLAND,4816,(07) 4770 1171,No,No,No,Yes,Yes,Supermarkets and Grocery Stores,"5% off retail price of whitegoods (fridges, freezers, washing machines, dryers). ",-18.733901,146.57817
Retail Stores ,Pormpuraaw Retail Store,(blank),Lot 23 Pithamp St,PORMPURAAW,4871,(07) 4060 4152,No,No,No,Yes,Yes,Supermarkets and Grocery Stores,"5% off retail price of whitegoods (fridges, freezers, washing machines, dryers). ",-14.898121,141.618438
Retail Stores ,Woorabinda Retail Store,(blank),113 Munns Dr,WOORABINDA,4702,(07) 4935 0166,No,No,No,Yes,Yes,Supermarkets and Grocery Stores,"5% off retail price of whitegoods (fridges, freezers, washing machines, dryers). ",-24.133429,149.456344
Retireinvest Chermside,Retireinvest Chermside,www.riseqld.com.au,823 Gympie Rd,CHERMSIDE,4032,(07) 3359 0022,No,Yes,No,Yes,Yes,Financial Services,Initial consultation fee waived. 25% off advice fee.,-27.387189,153.031547
RetireInvest Robina,RetireInvest Robina,www.riadvice.com.au,Suite 10  232 Robina Town Centre Dr,ROBINA,4230,(07) 5593 0000,No,Yes,No,Yes,Yes,Financial Services,Free initial appt. with Centrelilnk assessment. 50% off financial plan preparations.,-28.071929,153.365207
Reus Upholstery,Reus Upholstery,(blank),U 16  4 Leda Dr,BURLEIGH,4220,(07) 5576 8666,No,No,No,Yes,No,Upholsterers,5% off all labour. Fabrics from $10. Your fabric or ours.,-28.103336,153.431218
Reverselink Reverse Mortgages & Financial Advisors,Reverselink Reverse Mortgages & Financial Advisors,www.reverselink.com.au,U 2  72 Brookes St,BOWEN HILLS,4006,1800 854 293,No,Yes,No,Yes,No,Financial Services,Application and establishment fees waived.,-27.449479,153.034903
Rex Boarding Kennels and Cattery,Rex Boarding Kennels and Cattery,(blank),21 Richardson Rd,MOUNT ISA,4825,(07) 4743 3124,No,Yes,No,Yes,No,Boarding Kennels and Catteries,10% discount on all boarding.,-20.697474,139.496317
Rhondas Fitness For Ladies,Rhondas Fitness For Ladies,www.rhondasfitness.com.au,12 Carlton St,KIRWAN,4817,(07) 4773 3336,No,Yes,No,Yes,No,"Gyms, Health and Fitness",Student rate on casuals and membership.,-19.301647,146.734064
Budget Rent a Car Australia Pty Ltd,Budget Rent a Car Australia Pty Ltd,http://www.budget.com.au/bbc_member/default.aspx?BCD=N002763 ,52 Mary St,NOOSA,4566,13 27 27,No,Yes,No,Yes,Yes,Rental Services,For great rates and service quote BCD number D795801,-26.400327,153.068143
Richards Pest Control (QBCC Act Lic 52020),Richards Pest Control,www.richardspestcontrol.com.au,13 Kimmuli Dr,ELANORA,4221,(07) 5533 9512,No,Yes,No,Yes,Yes,Pest and Termite Control and Inspections,10% off all services excluding specials.,-28.138479,153.4493
KFC Queensland,KFC Noosa,www.kfcqld.com.au,5 Sunshine Beach Rd,NOOSA,4567,(07) 5447 5176,No,No,No,Yes,No,Takeaway,Discount not available with promotional or discounted menu items.  See in store for full terms and conditions. ,-26.396295,153.090116
Richardson's Jewellers,Richardson's Jewellers,www.richardsonsjewellers.com.au,Peninsula Fair Shp Cnt,KIPPA-RING,4021,(07) 3284 1281,No,Yes,Yes,Yes,Yes,Jewellery,"10% off ticket price for jewellery and watches. Excludes selected brands, sales and repairs.",-27.22551,153.088263
Richardson's Jewellers,Richardson's Jewellers,www.richardsonsjewellers.com.au,Westfield Shp Cnt,NORTH LAKES,4509,(07) 3482 2555,No,Yes,Yes,Yes,Yes,Jewellery,"10% off ticket price for jewellery and watches. Excludes selected brands, sales and repairs.",-27.238717,153.010907
Right Price Exhausts,Right Price Exhausts,www.rpexhausts.com.au,53 Moss St,SLACKS CREEK,4127,(07) 3808 9211,No,Yes,No,Yes,Yes,"Brakes, Exhausts, Steering and Suspension",Genuine 10% off of all std replacement parts not on sale.,-27.622092,153.122756
Right Price Mowing & Maintenance,Right Price Mowing & Maintenance,http://www.rpmm.com.au,Mobile Business - Caboolture to Narangba Brisbane Northside,(blank),4510,0408 960 503,No,No,No,Yes,Yes,Gardening and Mowing,20% discount to all eligible card holders.,-27.069861,152.950419
Ripley's Believe It Or Not! Odditorium,Ripley's Believe It Or Not! Museum,www.ripleys.com/surfersparadise,Cavill Mall,SURFERS PARADISE,4217,(07) 5592 0040,No,Yes,No,Yes,Yes,Tourist Attractions,"Admission $19.90, a saving of $5.00 on normal adult price.",-28.002009,153.429533
Ritchie & Associates - Psychologists,Ritchie & Associates - Psychologists,www.ritchiepsych.com.au,U 1  242 Mulgrave Rd,WESTCOURT,4870,(07) 4031 8038,No,Yes,Yes,Yes,No,Psychologists and Counselling,10% discount for cardholders.,-16.932769,145.756582
Ritchies Supa IGA,Ritchies Supa IGA,www.ritchies.com.au,3-5 Cupania St,DAISY HILL,4127,(07) 3299 4799,No,Yes,No,Yes,No,Supermarkets and Grocery Stores,5% discount every Thursday. Excludes tobacco products.,-27.643308,153.154309
Ritchies Supa IGA,Ritchies Supa IGA,www.ritchies.com.au,429 Kingston Rd,LOGAN CENTRAL,4114,(07) 3808 6355,No,Yes,No,Yes,No,Supermarkets and Grocery Stores,5% discount every Thursday. Excludes tobacco products.,-27.646231,153.117947
Ritchies Supa IGA,Ritchies Supa IGA,www.ritchies.com.au,58 High St,BOONAH,4310,(07) 5463 1031,No,Yes,No,Yes,No,Supermarkets and Grocery Stores,5% discount every Thursday. Excludes tobacco products.,-27.997323,152.682662
Riverlife ,Riverlife,www.riverlife.com.au,Navel Stores - Lower River Tce,KANGAROO POINT,4169,(07) 3891 5766,No,Yes,No,Yes,No,Holidays and Tours,Concession rates for cardholders.,-27.482369,153.030271
RJ Taylor Law,RJ Taylor Law,(blank),15 Chapman St,PROSERPINE,4800,(07) 4945 1477,No,Yes,No,Yes,No,Legal Services,10% discount on listed costs. Excludes outlays.,-20.400778,148.583816
Roaming Solutions Pty Ltd,Roaming Solutions Pty Ltd,www.roamingsim.com.au,(blank),(blank),(blank),1300 702 748,Yes,Yes,No,Yes,Yes,Mobile Phones and Accessories,15% off SIM cards. Save up to 90% off global roaming.,(blank),(blank)
Rob Manning Electrical ,Rob Manning Electrical,www.electriciansmackay.com.au,Mobile Service,MACKAY,4740,0439 619 495,No,Yes,No,Yes,Yes,Electricians,10% discount on invoice total.,(blank),(blank)
Robelle Cafe,Robelle Cafe,(blank),Southern Cross Cct,SPRINGFIELD CENTRAL,4300,(07) 3470 5402,No,Yes,No,Yes,No,Cafes,10% discount.,-27.678645,152.898146
Robert Collins,Robert Collins,(blank),80 Nebo Rd,MACKAY,4740,(07) 4957 7144,No,No,No,Yes,No,Dental Prosthetists,Free consultation and denture assessment by appointment.,-21.151894,149.167922
Robert Eckel Repairs,Robert Eckel Repairs,(blank),88 Edward St,CHARLEVILLE,4470,(07) 4654 1358,No,Yes,Yes,Yes,No,Repairs and Servicing,10% discount on all parts and accessories.,-26.400348,146.246374
Robina Computer Services,Robina Computer Services,http://www.robcom.net.au,Mobile Service,GOLD COAST,4226,(07) 5562 0214,No,Yes,No,Yes,Yes,Computers,10% discount on all labour charges.,(blank),(blank)
Robina Village Plumbing (QBCC Act Lic 1070950),Robina Village Plumbing Pty Ltd,(blank),38 Martingale Cct,CLEAR ISLAND WATERS,4226,0407 931 759,No,No,No,Yes,Yes,Plumbers and Gasfitters,10% off all plumbing maintenance.,-28.054362,153.394501
Rochedale Smiles,Rochedale Smiles,www.rochedalesmiles.com.au,Shop 5  549 Underwood Rd,ROCHEDALE SOUTH,4123,(07) 3423 2500,No,Yes,No,Yes,No,Dentists,10% off treatment for cardholders. Conditions apply.,-27.596571,153.124859
Rockhampton Denture Clinic,Rockhampton Denture Clinic,(blank),150 Murray St,ROCKHAMPTON,4700,(07) 4922 8344,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-23.374678,150.499849
Rocklatino Caffe,Rocklatino Caffe,(blank),Centre Point Shp Cnt - 1-5 Bauer St,BARGARA,4670,(07) 4159 2898,No,Yes,No,Yes,No,Cafes,5% discount on all meals and coffee. Open 7 days a week.,-24.818393,152.457351
Rod Pether Motors,Rod Pether Motors,www.rpmmotors.net,20 Bowen Rd,ROSSLEA,4812,(07) 4775 6611,No,Yes,No,Yes,Yes,Vehicle Sales,"1 year warranty on all vehicles over $4,999.",-19.293246,146.796443
Cruiseabout,Cruiseabout Noosa,www.cruiseabout.com.au,Noosa Fair Shopping Centre,NOOSA,4565,1300 096 047,No,No,No,Yes,Yes,Travel Agencies,"2% OFF when you book 2 cabins, 3% OFF when you book 3 cabins, 4% OFF when you book 4 cabins, 5% OFF when you book 5 cabins. Conditions apply.",(blank),(blank)
Ron & Dan's Butchery,Ron & Dan's Butchery,(blank),69 Ernest St,INNISFAIL,4860,(07) 4061 1788,No,Yes,No,Yes,Yes,Butchers,5% discount on counter prices. Conditions apply.,-17.524896,146.028495
Noosa Reef Hotel,Newmarket Hotel,www.noosareef.com.au,19 Noosa Dr,NOOSA HEADS,4567,(07) 5430 7500,No,Yes,Yes,Yes,Yes,"Clubs, Hotels and Taverns",10% off bistro menu. Excludes seniors menu & other offers.,-26.404834,153.082779
ADPAQ,ADPAQ,http://adpa.com.au,Shop 2  41 Sunshine Beach Rd,NOOSA HEADS,4567,(07) 5455 3304,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-26.398134,153.091989
Ron Maher Carpet Court & Furniture Court,Ron Maher Carpet Court & Furniture Court,www.carpetcourt.com.au,129 Adelaide St,MARYBOROUGH,4650,(07) 4121 2177,No,Yes,No,Yes,Yes,Carpets and Floor Coverings,10% discount. Excludes discounted or sale items.,-25.540699,152.70066
Rosco's Menswear,Rosco's Menswear,(blank),Hypermarket Shp Cnt,ASPLEY,4034,(07) 3263 4342,No,No,No,Yes,No,Clothing,10% discount on all purchases. Excludes sale items.,-27.362013,153.01414
Rose Chapel Funerals,Rose Chapel Funerals,www.rosechapelfunerals.com.au,43 Walker St,BUNDABERG STH,4670,(07) 4153 3301,No,Yes,No,Yes,Yes,Funeral Services,12% off professional fee. Free pre-planning service.,-24.877835,152.356087
Rosemary Jacobs,Rosemary Jacobs,(blank),3 Leslie St,OONOONBA,4811,(07) 4729 0132,No,Yes,No,Yes,Yes,Naturopaths,Naturopathic homoeopathic consult with radionics 15% off.,-19.300985,146.822747
Rosewood Barber Shop,Rosewood Barber Shop,(blank),32 John St,ROSEWOOD,4340,(07) 5467 9095,No,No,No,Yes,No,Hairdressers and Barbers,$15 men's haircuts.,-27.640626,152.592488
Ross Harris Mechanical Repairs,Ross Harris Mechanical Repairs,(blank),9 Murray St,TULLY,4854,(07) 4068 1685,No,No,No,Yes,No,Repairs and Servicing,5% off services. Excluding RACQ business.,-17.93168,145.926887
Rothnie's Pharmacy,Rothnie's Pharmacy,(blank),60 Edith St,INNISFAIL,4860,(07) 4061 1163,No,Yes,No,Yes,No,Pharmacies,10% off all front of shop lines. Excluding specials.,-17.524708,146.029969
Royal Exchange Hotel,Royal Exchange Hotel,www.rehotel.com.au,10 High St,TOOWONG,4066,(07) 3371 2555,No,Yes,Yes,Yes,Yes,"Clubs, Hotels and Taverns",10% off bistro menu. Excludes seniors menu & other offers.,-27.489201,152.98871
Royal Hotel - Beenleigh,Royal Hotel - Beenleigh,www.royalhotel-beenleigh.com.au,85 George St,BEENLEIGH,4207,(07) 3287 5000,No,Yes,Yes,Yes,Yes,"Clubs, Hotels and Taverns",10% off bistro menu. Excludes seniors menu & other offers.,-27.71532,153.200574
Nutrition & Diabetes Care,Nutrition & Diabetes Care,(blank),12 Lanyana Way,NOOSA HEADS,4567,0412 544 722,No,Yes,No,Yes,Yes,Dietitians and Dietary Services,Initial consultation $100. Review consultation $60.,-26.398462,153.091049
Rumors Boutique,Rumors Boutique,http://rumorsboutique.com.au,Arndale Shp Cnt,SPRINGWOOD,4127,(07) 3208 5591,No,Yes,No,Yes,Yes,Clothing,5% discount. Excludes sale goods.,-27.612301,153.124589
Runaway Bay Appliance Service,Runaway Bay Appliance Service,(blank),U 6  17 Yaun St,COOMERA,4209,(07) 5529 8800,No,No,No,Yes,Yes,Electrical Goods,10% off total account. All work guaranteed.,-27.871698,153.318632
Runcorn Tavern,Runcorn Tavern,www.runcorntavern.com.au,124 Gowan Rd,RUNCORN ,4113,(07) 3423 8955,No,Yes,No,Yes,Yes,Restaurants and Dining Out,20% discount.,-27.608451,153.062865
Acoustic Hearing Clinics,Acoustic Hearing Clinics,www.acoustichearingclinics.com.au,4 Lanyana Way ,NOOSA HEADS,4567,(07) 5443 6633,No,Yes,Yes,Yes,Yes,Hearing Products and Services,Up to $550 off hearing aids. Free hearing tests.,-26.398282,153.089156
Russell Tavern,Russell Tavern,www.russelltavern.com.au,cnr Cunningham/Roche Sts,DALBY,4405,(07) 4662 2122,No,Yes,Yes,Yes,Yes,"Clubs, Hotels and Taverns",10% off bistro menu. Excludes seniors menu & other offers.,-27.179865,151.26825
Rust Free,Rust Free,www.rustfree.com.au,20 Unwin St,MOOROOKA,4105,(07) 3892 4992,No,No,No,Yes,Yes,Parts and Accessories,10% off any full rust proofing package on new car.,-27.534453,153.014206
Ruswin,Ruswin,www.ruswin.com.au,36 Fourth Ave,MOUNT ISA,4825,(07) 4743 4917,No,Yes,Yes,Yes,Yes,Locksmiths,15% discount on all products. Buy 1 house key get 1 free.,-20.728998,139.487549
Ruswin,Ruswin,www.ruswin.com.au,54 Charters Towers Rd,HYDE PARK,4812,(07) 4720 8900,No,Yes,Yes,Yes,Yes,Locksmiths,15% discount on all products. Buy 1 house key get 1 free.,-19.273479,146.803974
RW Promotion,RW Promotion,www.rwpromotion.com.au,(blank),(blank),(blank),(07) 5591 1665,Yes,Yes,No,Yes,Yes,Graphic Artists and Designers,"15% off printing, business cards, design and more.",(blank),(blank)
RW Promotion,RW Promotion,www.rwpromotion.com.au,(blank),(blank),(blank),(07) 5591 1665,Yes,Yes,No,Yes,Yes,"Printing, Photocopying and Laminating","15% off printing, business cards, design and more.",(blank),(blank)
Ryadia Print Centre,Ryadia Pty Ltd,www.planweddings.com.au,U 1  32-36 Napier St,BIRKDALE,4159,0431 423 760,No,Yes,Yes,Yes,Yes,Photographic Products and Services,10% off all photo restoration and enlargements.,-27.493884,153.219608
Ryans Radiators & Air-Conditioning Specialists,Ryans Radiator Services,www.ryansradiators.com,110 Scott St,CAIRNS,4870,(07) 4051 2400,No,No,No,Yes,Yes,Air Conditioning,"10% off all repairs, re-gassing and new installations.",-16.934855,145.758367
Ryans Radiators & Air-Conditioning Specialists,Ryans Radiator Services,www.ryansradiators.com,110 Scott St,CAIRNS,4870,(07) 4051 2400,No,No,No,Yes,Yes,Repairs and Servicing,10% discount on all repairs. Conditions apply.,-16.934855,145.758367
S & S Dental Laboratories,S & S Dental Laboratories P/L,(blank),73 Ardargie St,SUNNYBANK,4109,(07) 3216 9667,No,Yes,Yes,Yes,Yes,Dental Prosthetists,20% discount on new dentures.,-27.584826,153.063231
S P Drafting,S P Drafting,(blank),(blank),WWW.GRANNYFLATAPPROVALS.COM.AU,4066,(02) 9785 2940,No,Yes,Yes,Yes,Yes,Kit Homes,10% discount on Granny Flats.,(blank),(blank)
SACKO Brendale,SACKO Brendale,www.SACKO.com.au,(blank),(blank),(blank),1300 072 256,Yes,Yes,No,Yes,No,Computers,$20 discount per hour for onsite repairs and support.,(blank),(blank)
Sadleirs Pharmacy,Sadleirs Pharmacy,www.sadleirspharmacy.com,1 Lannercost St,INGHAM,4850,(07) 4776 5777,No,No,No,Yes,Yes,Pharmacies,10% off cash purchases. Excludes prescriptions & specials.,-18.651069,146.15556
Saigon Corner Cuisine,Saigon Corner Cuisine,(blank),Shop 16  90 Horizon Dr,MIDDLE PARK,4074,(07) 3149 3667,No,Yes,Yes,Yes,Yes,Restaurants and Dining Out,10% discount on food & 20% on all BWS drinks.,-27.555664,152.922841
National Hearing Care,National Hearing Care,www.nhc.com.au,Noosa Fair Shopping Centre,NOOSA HEADS,4567,1800 062 880,No,Yes,No,Yes,No,Hearing Products and Services,10% off selected models up to max. $500. No further disc.,-26.404834,153.082779
Sally The Cake Lady,Sally The Cake Lady,www.sallythecakelady.com.au,Mayfair Village - Shop 2  19 Burnett St,MANLY WEST,4179,(07) 3890 0998,No,No,No,Yes,Yes,Cafes,10% discount on all cafe items.,-27.474221,153.156551
Saltwater Luxury Apartments,Saltwater Luxury Apartments,www.saltwaterportdouglas.com.au,30 Macrossan St,PORT DOUGLAS,4877,(07) 4099 6943,No,Yes,No,Yes,Yes,Accommodation,10% discount on the lowest advertised price.,-16.482219,145.464216
Sam Wray Chocolates,Sam Wray Chocolates,www.samwraychocolates.com.au,Kern Arcade - 114 East St,ROCKHAMPTON,4700,(07) 4921 0937,No,Yes,Yes,Yes,Yes,Cafes,"5% discount storewide, excluding offers and specials.",-23.379743,150.51354
Sampson Excavations,Sampson Excavations,www.sampsonexcavations.com.au,Mobile Service,GOLD COAST & SURROUNDING AREAS,4210,(07) 5500 4035,No,Yes,No,Yes,No,Earthmoving Services,5% off machine and operator hire.,(blank),(blank)
Nautilus Pools P/L (QBCC Act Lic 42743),Nautilus Pools P/L,www.nautiluspools.com.au,13 Delorme St,NOOSA HEADS,4567,(07) 5455 6244,No,No,No,Yes,No,Pools and Spas,Zodiac Pacer auto pool cleaner free with sale of pool.,-26.400782,153.090008
Flight Centre,Flight Centre,www.flightcentre.com.au,Noosa Fair Shp Cnt,NOOSA HEADS,4567,13 16 00,No,Yes,No,Yes,No,Travel Agencies,"$50 off tours/cruises/accom/car hire/rail* *T&C apply - offer is per person/per booking, min spend of $1500 per person. Ask in store for full T&C.",-26.398878,153.090018
Specsavers Australia,Specsavers Noosa,www.specsavers.com.au,Noosa Fair Shp Cnt,NOOSA HEADS ,4567,(07) 5474 9300,No,Yes,No,Yes,No,Optometrists and Optical Dispensers,25% discount for seniors. See in store for full details.,-26.398878,153.090018
Sandgate Auto Electrics & Air Conditioning,Sandgate Auto Electrics & Air Condtioning,www.sandgateautoelectrics.com.au,113 Connaught St,SANDGATE,4017,(07) 3269 3158,No,Yes,No,Yes,Yes,Air Conditioning,10% discount on labour only.,-27.318303,153.057175
Sandgate Auto Electrics & Air Conditioning,Sandgate Auto Electrics & Air Condtioning,www.sandgateautoelectrics.com.au,113 Connaught St,SANDGATE,4017,(07) 3269 3158,No,Yes,No,Yes,Yes,Electrical,10% discount on labour only.,-27.318303,153.057175
Sanitair Australia,Sanitair Australia,www.sanitair.com.au,Mobile Service,TWEED HEADS SOUTH,2486,1800 130 168,No,Yes,No,Yes,Yes,Air Conditioning and Heating,10% off Standard Sanitair air conditioning cleaning service. 15% off Premium Sanitair air conditioning cleaning service.,(blank),(blank)
Sanitair Australia,Sanitair Brisbane,www.sanitair.com.au,Mobile Service,BRISBANE,4000,1800 130 168,No,Yes,No,Yes,Yes,Air Conditioning and Heating,10% off Standard Sanitair air conditioning cleaning service. 15% off Premium Sanitair air conditioning cleaning service.,(blank),(blank)
Sanitair Australia,Sanitair Gold Coast,www.sanitair.com.au,Mobile Service,MERRIMAC,4226,1800 130 168,No,Yes,No,Yes,Yes,Air Conditioning and Heating,10% off Standard Sanitair air conditioning cleaning service. 15% off Premium Sanitair air conditioning cleaning service.,(blank),(blank)
H&R Block,H&R Block,www.hrblock.com.au,Shop 5  41 Sunshine Beach Rd,NOOSA JUNCTION,4567,(07) 3474 5399,No,Yes,No,Yes,No,Accountants and Tax Agents,10% off normal tax preparation services. Conditions apply.,-26.397628,153.091502
Sanitair Australia,Sanitair Townsville,www.sanitair.com.au,Mobile Service,TOWNSVILLE,4810,1800 130 168,No,Yes,No,Yes,Yes,Air Conditioning and Heating,10% off Standard Sanitair air conditioning cleaning service. 15% off Premium Sanitair air conditioning cleaning service.,(blank),(blank)
Sarah's Naturopathy & Remedial Massage,Sarah's Naturopathy & Remedial Massage,www.naturalhealthfocus.com.au,Indulgence Capitol Arcade - 166 Byrnes St,MAREEBA,4880,(07) 4085 0054,No,Yes,Yes,Yes,Yes,Natural Therapies,10% discount on health consultations and all massages.,-16.994161,145.422183
Sarina Auto Group,Sarina Auto Group,(blank),Shed 2 Lot 5 Sarina Beach Rd,SARINA,4737,(07) 4956 2233,No,Yes,No,Yes,Yes,Air Conditioning,5% discount.,-21.39003,149.310262
Sarina Auto Group,Sarina Auto Group,(blank),Shed 2 Lot 5 Sarina Beach Rd,SARINA,4737,(07) 4956 2233,No,Yes,No,Yes,Yes,Electrical,5% discount.,-21.39003,149.310262
Sarina Auto Group,Sarina Auto Group,(blank),Shed 2 Lot 5 Sarina Beach Rd,SARINA,4737,(07) 4956 2233,No,Yes,No,Yes,Yes,Repairs and Servicing,5% discount.,-21.39003,149.310262
Sarina Funerals,Sarina Funerals,(blank),189 Alfred St,MACKAY,4740,(07) 4543 0880,No,Yes,Yes,Yes,Yes,Funeral Services,$250 off full funeral cost. Mention card when booking.,-21.14556,149.184525
Sarina Pets & Produce,Sarina Pets & Produce,(blank),35 Broad St,SARINA,4737,(07) 4943 1334,No,Yes,No,Yes,Yes,Pets Products and Services,10% discount on most products in store.,-21.411073,149.214055
Sarina Tourist Art & Craft Centre,Sarina Tourist Art & Crafts Centre,(blank),Railway Square - Bruce Hwy,SARINA,4737,(07) 4956 2251,No,Yes,No,Yes,Yes,Art Galleries,"Free tea, coffee, biscuits and cold filtered water.",-21.378499,149.190671
Sarina Veterinary Surgery,Sarina Veterinary Surgery,www.sarinavet.com.au,83 Broad St,SARINA,4737,(07) 4956 1897,No,Yes,No,Yes,No,Veterinarians,5% discount on all consultations and surgery.,-21.419845,149.215932
